graph,nvertices,algorithm,t,treal,nedges,weight,maxDegree,diameter,nintersections,runningTime
Train stations LUX,56,Greedy,1.3,1.296745691,104,7.136500657,8,12,15,0.816421303
Train stations LUX,56,Greedy,1.5,1.493518805,81,4.32269597,5,14,0,0.702260746
Train stations LUX,56,Greedy,2,1.966923427,66,3.057343415,4,19,0,0.666259011
Train stations LUX,56,Greedy,3,2.692134853,59,2.37171489,4,28,0,0.634095155
Train stations LUX,56,Greedy,5,4.700089945,56,2.141266319,3,33,0,0.599637324
Train stations LUX,56,Greedy Theta,1.1,1.106634506,173,17.81137312,11,0,0,0.289765659
Train stations LUX,56,Greedy Theta,1.2,1.200406474,121,8.526299294,9,0,0,0.161949858
Train stations LUX,56,Greedy Theta,1.3,1.35548325,102,6.718677878,8,0,0,0.097214084
Train stations LUX,56,Greedy Theta,1.5,1.493518805,81,4.334646323,5,0,0,0.070453486
Train stations LUX,56,Greedy Theta,2,1.966923427,66,3.057343415,4,0,0,0.056556729
Train stations LUX,56,Greedy Theta,3,2.692134853,59,2.37171489,4,0,0,0.050454864
Train stations LUX,56,Greedy Theta,5,4.700089945,56,2.141266319,3,0,0,0.041844256
Train stations LUX,56,Theta,1.1,1.029760183,625,111.5301387,37,0,0,0.052228935
Train stations LUX,56,Theta,1.2,1.119850006,433,65.3890328,28,0,0,0.018554809
Train stations LUX,56,Theta,1.3,1.182468057,337,45.39140556,22,0,0,0.016876775
Train stations LUX,56,Theta,1.5,1.235018475,271,32.72062505,18,0,0,0.031913023
Train stations LUX,56,Theta,2,1.260070537,232,25.76673175,14,0,0,0.014421117
Train stations LUX,56,Theta,3,1.386963068,187,18.57932141,11,0,0,0.01502328
Train stations LUX,56,Theta,5,1.429443403,154,15.37478528,9,0,0,0.012599634
Train stations LUX,56,Yao,1.1,1.029760183,625,111.5301387,37,0,0,0.025776308
Train stations LUX,56,Yao,1.2,1.079585988,434,65.71120303,28,0,0,0.01801586
Train stations LUX,56,Yao,1.3,1.153986354,338,45.55406891,22,0,0,0.018070161
Train stations LUX,56,Yao,1.5,1.235018475,266,31.37709172,18,0,0,0.032242875
Train stations LUX,56,Yao,2,1.255583534,232,25.65345134,13,0,0,0.014618866
Train stations LUX,56,Yao,3,1.386963068,187,18.29630104,11,0,0,0.018060435
Train stations LUX,56,Yao,5,1.429443403,153,15.03236453,9,0,0,0.014067762
Train stations LUX,56,WSPD,1.1,1.00004381,1534,433.581766,55,0,0,0.126769513
Train stations LUX,56,WSPD,1.2,1.018928194,1490,413.42038,55,0,0,0.104885788
Train stations LUX,56,WSPD,1.3,1.023448883,1411,377.1199839,55,0,0,0.103018515
Train stations LUX,56,WSPD,1.5,1.118709842,1251,315.9250226,53,0,0,0.088492039
Train stations LUX,56,WSPD,2,1.227552176,1000,232.090214,48,0,0,0.069983021
Train stations LUX,56,WSPD,3,1.227552176,781,163.8434538,42,0,0,0.058597843
Train stations LUX,56,WSPD,5,1.227552176,632,119.1494238,40,0,0,0.046778265
Train stations LUX,56,Greedy,1.1,1.099925984,172,17.13477936,11,0,0,1.089941121
Train stations LUX,56,Greedy,1.2,1.19621248,122,8.810375844,9,0,0,0.92922274
Train stations LUX,56,Greedy,1.3,1.296745691,104,7.136500657,8,0,0,0.863612492
Train stations LUX,56,Greedy,1.5,1.493518805,81,4.32269597,5,0,0,0.784671991
Train stations LUX,56,Greedy,2,1.966923427,66,3.057343415,4,0,0,0.740047897
Train stations LUX,56,Greedy,3,2.692134853,59,2.37171489,4,0,0,0.670464833
Train stations LUX,56,Greedy,5,4.700089945,56,2.141266319,3,0,0,0.650056529
Train stations LUX,56,Greedy Theta,1.1,1.106634506,173,17.81137312,11,0,0,0.271907431
Train stations LUX,56,Greedy Theta,1.2,1.200406474,121,8.526299294,9,0,0,0.1341762
Train stations LUX,56,Greedy Theta,1.3,1.35548325,102,6.718677878,8,0,0,0.106469809
Train stations LUX,56,Greedy Theta,1.5,1.493518805,81,4.334646323,5,0,0,0.067757125
Train stations LUX,56,Greedy Theta,2,1.966923427,66,3.057343415,4,0,0,0.052514213
Train stations LUX,56,Greedy Theta,3,2.692134853,59,2.37171489,4,0,0,0.041427686
Train stations LUX,56,Greedy Theta,5,4.700089945,56,2.141266319,3,0,0,0.039403996
Train stations LUX,56,Theta,1.1,1.029760183,625,111.5301387,37,0,0,0.022997281
Train stations LUX,56,Theta,1.2,1.119850006,433,65.3890328,28,0,0,0.024069909
Train stations LUX,56,Theta,1.3,1.182468057,337,45.39140556,22,0,0,0.022538972
Train stations LUX,56,Theta,1.5,1.235018475,271,32.72062505,18,0,0,0.014166231
Train stations LUX,56,Theta,2,1.260070537,232,25.76673175,14,0,0,0.013232189
Train stations LUX,56,Theta,3,1.386963068,187,18.57932141,11,0,0,0.012543308
Train stations LUX,56,Theta,5,1.429443403,154,15.37478528,9,0,0,0.012540067
Train stations LUX,56,Yao,1.1,1.029760183,625,111.5301387,37,0,0,0.024173241
Train stations LUX,56,Yao,1.2,1.079585988,434,65.71120303,28,0,0,0.033993443
Train stations LUX,56,Yao,1.3,1.153986354,338,45.55406891,22,0,0,0.023190573
Train stations LUX,56,Yao,1.5,1.235018475,266,31.37709172,18,0,0,0.01609915
Train stations LUX,56,Yao,2,1.255583534,232,25.65345134,13,0,0,0.015159841
Train stations LUX,56,Yao,3,1.386963068,187,18.29630104,11,0,0,0.013366319
Train stations LUX,56,Yao,5,1.429443403,153,15.03236453,9,0,0,0.013346057
Train stations LUX,56,WSPD,1.1,1.00025566,1534,433.6374418,55,0,0,0.117397083
Train stations LUX,56,WSPD,1.2,1.018928194,1490,413.6785139,55,0,0,0.098876313
Train stations LUX,56,WSPD,1.3,1.025441966,1411,377.3594512,55,0,0,0.093923259
Train stations LUX,56,WSPD,1.5,1.100241736,1251,316.6857519,53,0,0,0.082772706
Train stations LUX,56,WSPD,2,1.227552176,1000,233.4519753,48,0,0,0.063231987
Train stations LUX,56,WSPD,3,1.261459492,781,165.0460798,43,0,0,0.049703173
Train stations LUX,56,WSPD,5,1.550422793,632,119.7154529,40,0,0,0.04074002
Train stations LUX,56,Greedy,1.1,1.099925984,172,17.13477936,11,0,0,0.988122475
Train stations LUX,56,Greedy,1.2,1.19621248,122,8.810375844,9,0,0,0.884883924
Train stations LUX,56,Greedy,1.3,1.296745691,104,7.136500657,8,0,0,0.813339979
Train stations LUX,56,Greedy,1.5,1.493518805,81,4.32269597,5,0,0,0.720912403
Train stations LUX,56,Greedy,2,1.966923427,66,3.057343415,4,0,0,0.714554841
Train stations LUX,56,Greedy,3,2.692134853,59,2.37171489,4,0,0,0.624518492
Train stations LUX,56,Greedy,5,4.700089945,56,2.141266319,3,0,0,0.647792136
Random 50,50,Greedy Theta,1.1,1.099603532,165,3116.643493,10,0,0,0.278536898
Random 50,50,Greedy Theta,1.2,1.192745837,128,2083.723452,9,0,0,0.143241874
Random 50,50,Greedy Theta,1.3,1.295364926,102,1557.248964,7,0,0,0.112467937
Random 50,50,Greedy Theta,1.5,1.489383875,84,1193.267838,6,0,0,0.06695235
Random 50,50,Greedy Theta,2,1.998284473,65,829.1933165,4,0,0,0.049152879
Random 50,50,Greedy Theta,3,2.96466078,56,638.4749713,4,0,0,0.037887648
Random 50,50,Greedy Theta,5,4.426039768,52,549.756404,4,0,0,0.033107623
Random 50,50,Theta,1.1,1.02178442,601,21282.86677,33,0,0,0.02678329
Random 50,50,Theta,1.2,1.068953435,417,12094.34579,26,0,0,0.0206097
Random 50,50,Theta,1.3,1.085089529,337,8902.556006,20,0,0,0.015172403
Random 50,50,Theta,1.5,1.177058457,266,6219.400434,17,0,0,0.012892612
Random 50,50,Theta,2,1.27958513,220,4792.420873,16,0,0,0.014099369
Random 50,50,Theta,3,1.424415033,166,3130.615014,10,0,0,0.010140329
Random 50,50,Theta,5,1.83540002,141,2625.150422,10,0,0,0.011556182
Random 50,50,Yao,1.1,1.02178442,601,21282.86677,33,0,0,0.037304125
Random 50,50,Yao,1.2,1.068953435,416,12056.24726,26,0,0,0.016873534
Random 50,50,Yao,1.3,1.085089529,336,8857.230925,20,0,0,0.01465169
Random 50,50,Yao,1.5,1.177058457,265,6150.436965,16,0,0,0.012621111
Random 50,50,Yao,2,1.27958513,218,4745.251306,16,0,0,0.012028674
Random 50,50,Yao,3,1.424415033,167,3144.344497,10,0,0,0.013886626
Random 50,50,Yao,5,1.83540002,137,2485.93729,9,0,0,0.011722324
Random 50,50,WSPD,1.1,1.018669851,1194,61435.8226,49,0,0,0.113905267
Random 50,50,WSPD,1.2,1.054661057,1151,58623.57544,49,0,0,0.112812782
Random 50,50,WSPD,1.3,1.054661057,1114,55990.03234,49,0,0,0.120810691
Random 50,50,WSPD,1.5,1.104958804,1046,51915.3036,47,0,0,0.105623701
Random 50,50,WSPD,2,1.15902813,925,43839.11836,46,0,0,0.073596
Random 50,50,WSPD,3,1.396762504,781,35043.37533,44,0,0,0.074304737
Random 50,50,WSPD,5,1.497155224,682,29184.72949,43,0,0,0.062499747
Random 50,50,Greedy,1.1,1.099603532,165,3116.643493,10,0,0,0.886544127
Random 50,50,Greedy,1.2,1.192745837,128,2083.723452,9,0,0,0.738252349
Random 50,50,Greedy,1.3,1.295364926,102,1557.248964,7,0,0,0.654952447
Random 50,50,Greedy,1.5,1.489383875,84,1193.267838,6,0,0,0.612384866
Random 50,50,Greedy,2,1.998284473,65,829.1933165,4,0,0,0.602680558
Random 50,50,Greedy,3,2.96466078,56,638.4749713,4,0,0,0.504180292
Random 50,50,Greedy,5,4.426039768,52,549.1911874,4,0,0,0.447206182
Data challenge 5,42,Greedy Theta,1.1,1.099729611,116,14254.86562,10,0,0,0.155782346
Data challenge 5,42,Greedy Theta,1.2,1.199895746,87,9438.383462,8,0,0,0.081927813
Data challenge 5,42,Greedy Theta,1.3,1.298124456,72,6922.438819,7,0,0,0.060066376
Data challenge 5,42,Greedy Theta,1.5,1.489106945,63,5417.618459,5,0,0,0.042237324
Data challenge 5,42,Greedy Theta,2,1.819789716,50,3698.093626,4,0,0,0.049691422
Data challenge 5,42,Greedy Theta,3,2.785151709,46,3280.358977,3,0,0,0.032045126
Data challenge 5,42,Greedy Theta,5,4.927678193,41,2530.944722,3,0,0,0.038182651
Data challenge 5,42,Theta,1.1,1.029643228,456,104847.8883,30,0,0,0.014338857
Data challenge 5,42,Theta,1.2,1.043655795,336,62787.87204,25,0,0,0.010302824
Data challenge 5,42,Theta,1.3,1.135969907,265,44372.79871,21,0,0,0.009109844
Data challenge 5,42,Theta,1.5,1.163868869,221,33958.15952,17,0,0,0.008427041
Data challenge 5,42,Theta,2,1.190476893,184,25035.64599,16,0,0,0.016024994
Data challenge 5,42,Theta,3,1.291569547,142,17071.02978,12,0,0,0.007590659
Data challenge 5,42,Theta,5,1.66953921,114,13008.49229,10,0,0,0.014874158
Data challenge 5,42,Yao,1.1,1.029643228,456,104846.6355,30,0,0,0.014745702
Data challenge 5,42,Yao,1.2,1.043655795,336,62787.69485,25,0,0,0.011647358
Data challenge 5,42,Yao,1.3,1.135969907,265,44370.6863,21,0,0,0.009431997
Data challenge 5,42,Yao,1.5,1.163868869,220,33787.95376,17,0,0,0.009645956
Data challenge 5,42,Yao,2,1.269820073,183,24845.28699,16,0,0,0.021178635
Data challenge 5,42,Yao,3,1.291569547,141,16905.29629,12,0,0,0.015462138
Data challenge 5,42,Yao,5,1.665748021,113,12806.75885,10,0,0,0.019285428
Data challenge 5,42,WSPD,1.1,1.019235579,796,249066.9697,41,0,0,0.060967594
Data challenge 5,42,WSPD,1.2,1.079376529,710,219061.7327,41,0,0,0.050999891
Data challenge 5,42,WSPD,1.3,1.114684654,663,204001.1102,40,0,0,0.049146801
Data challenge 5,42,WSPD,1.5,1.187202605,599,177769.6443,37,0,0,0.041198329
Data challenge 5,42,WSPD,2,1.205365301,523,153497.0559,34,0,0,0.052038885
Data challenge 5,42,WSPD,3,1.44542058,476,136804.7699,32,0,0,0.049181245
Data challenge 5,42,WSPD,5,1.545030345,425,113164.9443,32,0,0,0.028732013
Data challenge 5,42,Greedy,1.1,1.099729611,116,14254.86562,10,0,0,0.375777726
Data challenge 5,42,Greedy,1.2,1.199895746,87,9438.383462,8,0,0,0.325409986
Data challenge 5,42,Greedy,1.3,1.298124456,72,6922.438819,7,0,0,0.295938033
Data challenge 5,42,Greedy,1.5,1.489106945,63,5417.618459,5,0,0,0.294059819
Data challenge 5,42,Greedy,2,1.819789716,50,3698.093626,4,0,0,0.26991859
Data challenge 5,42,Greedy,3,2.785151709,46,3280.358977,3,0,0,0.264092278
Data challenge 5,42,Greedy,5,4.927678193,41,2530.944722,3,0,0,0.240261451
Random 25,25,Greedy Theta,1.1,1.098753523,76,2146.829396,11,0,0,0.066285351
Random 25,25,Greedy Theta,1.2,1.190296255,56,1356.026594,9,0,0,0.035662157
Random 25,25,Greedy Theta,1.3,1.391037864,46,951.1711196,6,0,0,0.024630334
Random 25,25,Greedy Theta,1.5,1.468701954,38,727.8483743,6,0,0,0.0183137
Random 25,25,Greedy Theta,2,1.993445531,28,457.3511728,3,0,0,0.013524356
Random 25,25,Greedy Theta,3,2.213474515,26,387.7522081,3,0,0,0.011724756
Random 25,25,Greedy Theta,5,4.102935374,25,364.095828,3,0,0,0.010460861
Random 25,25,Theta,1.1,1.007842678,210,9173.096482,23,0,0,0.006129826
Random 25,25,Theta,1.2,1.08564733,167,6629.27724,22,0,0,0.004593621
Random 25,25,Theta,1.3,1.130343479,140,4931.144043,20,0,0,0.004078986
Random 25,25,Theta,1.5,1.148013049,114,3644.895655,18,0,0,0.003460614
Random 25,25,Theta,2,1.238794905,95,2766.721553,15,0,0,0.003375112
Random 25,25,Theta,3,1.31979125,79,2146.207829,11,0,0,0.00308173
Random 25,25,Theta,5,1.656865923,66,1722.260793,10,0,0,0.002844268
Random 25,25,Yao,1.1,1.007842678,210,9173.096482,23,0,0,0.005688131
Random 25,25,Yao,1.2,1.08564733,167,6629.27724,22,0,0,0.004350081
Random 25,25,Yao,1.3,1.130343479,141,4985.235128,20,0,0,0.004003209
Random 25,25,Yao,1.5,1.148013049,114,3643.538219,18,0,0,0.003640939
Random 25,25,Yao,2,1.238794905,95,2757.479576,15,0,0,0.003655122
Random 25,25,Yao,3,1.483088362,79,2133.974379,10,0,0,0.003343099
Random 25,25,Yao,5,1.656865923,66,1717.009296,8,0,0,0.003258002
Random 25,25,WSPD,1.1,1,300,15612.34953,24,0,0,0.02779554
Random 25,25,WSPD,1.2,1.022031704,290,14822.21136,24,0,0,0.036565401
Random 25,25,WSPD,1.3,1.077624342,283,14522.15003,24,0,0,0.026568927
Random 25,25,WSPD,1.5,1.126454289,274,13816.66553,24,0,0,0.035464407
Random 25,25,WSPD,2,1.247119547,247,12184.07902,23,0,0,0.033664401
Random 25,25,WSPD,3,1.247119547,204,9659.061688,23,0,0,0.034556705
Random 25,25,WSPD,5,1.40479963,184,8804.414632,23,0,0,0.019694704
Random 25,25,Greedy,1.1,1.098753523,76,2146.829396,11,0,0,0.085384375
Random 25,25,Greedy,1.2,1.190296255,56,1356.026594,9,0,0,0.079876569
Random 25,25,Greedy,1.3,1.297901743,47,996.9704698,6,0,0,0.069761769
Random 25,25,Greedy,1.5,1.468701954,38,727.8483743,6,0,0,0.075911856
Random 25,25,Greedy,2,1.993445531,28,457.3511728,3,0,0,0.081882833
Random 25,25,Greedy,3,2.213474515,26,387.7522081,3,0,0,0.05982162
Random 25,25,Greedy,5,4.102935374,25,364.095828,3,0,0,0.065827042
Data challenge 1,8,Greedy Theta,1.1,1.094427191,17,66.1588518,6,0,0,0.002505906
Data challenge 1,8,Greedy Theta,1.2,1.176696811,15,55.96081278,6,0,0,0.002610859
Data challenge 1,8,Greedy Theta,1.3,1.299867367,11,36.94427191,5,0,0,0.002182942
Data challenge 1,8,Greedy Theta,1.5,1.5,8,24,3,0,0,0.001909011
Data challenge 1,8,Greedy Theta,2,1.5,8,24,3,0,0,0.002685826
Data challenge 1,8,Greedy Theta,3,2.5,7,20,3,0,0,0.002164302
Data challenge 1,8,Greedy Theta,5,2.5,7,20,3,0,0,0.002734858
Data challenge 1,8,Theta,1.1,1.004818611,22,103.6533259,6,0,0,0.000613509
Data challenge 1,8,Theta,1.2,1.004818611,21,94.59794072,6,0,0,0.000552726
Data challenge 1,8,Theta,1.3,1.017964049,20,85.37839626,6,0,0,0.000513014
Data challenge 1,8,Theta,1.5,1.017964049,19,76.1588518,6,0,0,0.000507746
Data challenge 1,8,Theta,2,1.4,15,57.56361022,5,0,0,0.000446152
Data challenge 1,8,Theta,3,1.4,15,57.56361022,5,0,0,0.00044291
Data challenge 1,8,Theta,5,1.094427191,17,66.1588518,6,0,0,0.000451014
Data challenge 1,8,Yao,1.1,1.004818611,22,103.6533259,6,0,0,0.000654842
Data challenge 1,8,Yao,1.2,1.004818611,21,94.59794072,6,0,0,0.000525576
Data challenge 1,8,Yao,1.3,1.017964049,20,85.37839626,6,0,0,0.000499641
Data challenge 1,8,Yao,1.5,1.212678125,18,72.03574618,6,0,0,0.000490321
Data challenge 1,8,Yao,2,1.4,15,57.56361022,5,0,0,0.000442505
Data challenge 1,8,Yao,3,1.4,15,57.56361022,5,0,0,0.000770736
Data challenge 1,8,Yao,5,1.4,15,57.56361022,5,0,0,0.000449799
Data challenge 1,8,WSPD,1.1,1,28,150.708711,7,0,0,0.003341073
Data challenge 1,8,WSPD,1.2,1,28,150.708711,7,0,0,0.002807393
Data challenge 1,8,WSPD,1.3,1,28,150.708711,7,0,0,0.002845079
Data challenge 1,8,WSPD,1.5,1,28,150.708711,7,0,0,0.002770923
Data challenge 1,8,WSPD,2,1.004818611,26,132.6533259,7,0,0,0.002629094
Data challenge 1,8,WSPD,3,1.341640786,22,113.0821704,7,0,0,0.002230354
Data challenge 1,8,WSPD,5,1.48507125,19,100.9590648,6,0,0,0.001894423
Data challenge 1,8,Greedy,1.1,1.094427191,17,66.1588518,6,0,0,0.00250307
Data challenge 1,8,Greedy,1.2,1.176696811,15,55.96081278,6,0,0,0.002514821
Data challenge 1,8,Greedy,1.3,1.299867367,11,36.94427191,5,0,0,0.004047784
Data challenge 1,8,Greedy,1.5,1.5,8,24,4,0,0,0.002693525
Data challenge 1,8,Greedy,2,2,7,20,4,0,0,0.003612573
Data challenge 1,8,Greedy,3,2,7,20,4,0,0,0.002188616
Data challenge 1,8,Greedy,5,2,7,20,4,0,0,0.002072722
